회계년도,거래소코드,PBR,PER,기업규모코드,매출액,매출액순이익률,매출액증가율,성장비용,영업손익,자기자본회전률,종가,주당순손익,총자본회전률,회사명,부채자본비율,현금흐름스코어,수익률,투자신호,PEG
2017,31860,5.7,0.0,20.0,7830331.0,-121.8,-58.01,1184752.0,-8716398.0,0.24,2770.0,0.0,0.14,(주)엔에스엔,0.5260851755542636,0,-43.501805054151625,0,-0.0
2011,104200,5.315,25.605,20.0,47530303.0,15.91,5.87,848278.0,7069704.0,1.27,12800.0,0.0,0.68,(주)엔에이치엔벅스,0.6944993323826448,1,-7.03125,0,-20.645570831971543
2012,104200,5.62,0.0,30.0,50379224.0,-7.21,5.99,1047634.0,-3674693.0,1.33,11900.0,-283.0,0.83,(주)엔에이치엔벅스,0.494293161821106,1,-24.285714285714285,0,1000.0
2013,104200,3.055,15.845,30.0,44311284.0,16.53,11.02,0.0,9505048.0,0.76,9010.0,976.0,0.67,(주)엔에이치엔벅스,0.3646185303975603,2,12.652608213096558,1,-2.4652418149696667
2014,104200,3.47,22.415,30.0,48160268.0,21.14,8.69,0.0,12264002.0,0.72,10150.0,1356.0,0.64,(주)엔에이치엔벅스,0.3291365796107888,2,22.167487684729064,1,6.292318073887984
2015,104200,2.645,40.59,30.0,44702922.0,19.6,-7.18,0.0,10512338.0,0.6,12400.0,1168.0,0.53,(주)엔에이치엔벅스,0.2363751526893422,2,-6.451612903225806,0,0.8425214749375871
2016,104200,2.595,0.0,30.0,73029718.0,-5.25,0.0,8552736.0,-4154115.0,1.05,11600.0,0.0,0.76,(주)엔에이치엔벅스,0.3506339533804138,0,-32.758620689655174,0,1000.0
2017,104200,2.655,0.0,30.0,92820905.0,-5.77,27.1,6224937.0,-5964434.0,1.38,7800.0,0.0,0.99,(주)엔에이치엔벅스,0.3866070697359611,0,-28.846153846153843,0,1000.0
2011,85310,1.94,235.335,30.0,264972460.0,-0.4,4.57,0.0,17694797.0,1.77,3755.0,0.0,0.62,(주)엔케이,0.8653055472894985,1,-14.780292942743008,0,-3.696888412894694
2012,85310,1.035,0.0,30.0,245915174.0,-4.93,-7.19,0.0,1949494.0,1.57,3200.0,0.0,0.58,(주)엔케이,0.9609665126425756,2,5.625,0,0.0
2013,85310,0.99,0.0,30.0,223599371.0,-17.4,-9.07,0.0,-29936772.0,1.62,3380.0,0.0,0.64,(주)엔케이,1.0855564618209512,2,24.55621301775148,1,1000.0
2014,85310,1.1,27.475,30.0,241944106.0,3.26,8.2,0.0,13123743.0,1.69,4210.0,0.0,0.79,(주)엔케이,0.7961537050411512,1,95.72446555819477,1,0.4358866533526004
2015,85310,1.825,172.025,30.0,250254926.0,-2.22,3.44,0.0,-4770401.0,1.52,8240.0,0.0,0.79,(주)엔케이,0.6920455462571695,1,-64.86650485436894,0,5.910644506251171
2016,85310,2.06,0.0,30.0,164591201.0,-20.16,-34.23,0.0,-29238994.0,1.1,2895.0,0.0,0.58,(주)엔케이,0.7058892207188795,2,-56.47668393782384,0,-0.0
2017,85310,0.86,0.0,30.0,121800023.0,-5.52,-26.0,0.0,-9653321.0,0.85,1260.0,0.0,0.49,(주)엔케이,0.294383337589173,2,33.730158730158735,1,1000.0
2011,69410,1.115,4.755,20.0,125365511.0,2.98,12.86,0.0,4162129.0,3.98,11700.0,103.0,1.9,(주)엔텔스,0.4616000817598579,2,-50.34188034188034,0,0.0922917326893793
2012,69410,2.09,10.01,20.0,53992431.0,12.46,0.0,0.0,7093157.0,1.55,5810.0,1075.0,1.07,(주)엔텔스,0.4484545962764213,2,103.95869191049914,1,0.236490869095505
2013,69410,1.97,10.645,20.0,60984318.0,11.6,12.95,544307.0,7601264.0,1.61,11850.0,0.0,1.08,(주)엔텔스,0.5296298225851631,2,51.0548523206751,1,-0.9750430250041016
2014,69410,2.685,23.935,20.0,64439380.0,7.76,5.67,279235.0,3978867.0,1.49,17900.0,737.0,1.06,(주)엔텔스,0.3040256423702558,2,3.072625698324022,0,-0.8444873951208935
2015,69410,3.335,0.0,20.0,45306214.0,-5.93,-29.69,275237.0,-3503243.0,1.04,18450.0,-396.0,0.82,(주)엔텔스,0.2141814117361357,1,-26.82926829268293,0,1000.0
2016,69410,2.605,131.29500000000002,20.0,56460445.0,0.51,24.62,289733.0,255834.0,1.34,13500.0,42.0,1.08,(주)엔텔스,0.2543784106756937,1,7.037037037037037,1,-2.559585855236914
2017,69410,2.59,0.0,20.0,46939426.0,-7.53,-16.86,239040.0,-1765585.0,1.16,14450.0,-519.0,0.86,(주)엔텔스,0.4323945740580356,1,-28.027681660899656,0,1000.0
2011,48830,0.94,24.685,30.0,70138501.0,1.0,0.0,316143.0,1133986.0,3.28,1960.0,0.0,1.62,(주)엔피케이,1.08208629083753,2,-9.948979591836734,0,0.4382261646352204
2012,48830,2.095,38.31,20.0,64600597.0,1.64,0.0,111979.0,763508.0,2.99,1765.0,0.0,1.65,(주)엔피케이,0.8287338134795544,1,58.92351274787535,1,1.021412422173316
2013,48830,1.685,15.13,20.0,67412834.0,3.11,4.35,150492.0,1427816.0,3.02,2805.0,0.0,1.64,(주)엔피케이,0.9375308328724278,2,-20.855614973262032,0,0.5614501102850871
2014,48830,1.16,181.035,20.0,62639099.0,0.2,-7.08,231218.0,285360.0,2.33,2220.0,0.0,1.28,(주)엔피케이,0.8211398466778216,2,132.43243243243242,1,-4.476474386875653
2015,48830,1.9,0.0,20.0,59069727.0,-1.4,-5.7,0.0,-2187426.0,1.95,5160.0,0.0,1.06,(주)엔피케이,0.954904795176791,2,-40.11627906976744,0,1000.0
2016,48830,2.08,22.88,20.0,67437534.0,2.8,14.17,0.0,344776.0,2.2,3090.0,0.0,1.12,(주)엔피케이,1.0291080393256138,2,-34.95145631067961,0,-5.887843936852712
2017,48830,1.165,22.675,20.0,73092700.0,2.5,8.39,0.0,2021039.0,1.95,2010.0,0.0,1.04,(주)엔피케이,0.7220030343780076,2,-6.7164179104477615,0,0.1997601354460699
2011,96870,2.025,9.865,20.0,7830331.0,4.27,2.86,479065.0,479361.0,0.77,5640.0,101.0,0.49,(주)엘디티,0.257241117960548,2,-42.5531914893617,0,0.1331710876647567
2012,96870,2.235,23.535,20.0,16309704.0,28.21,122.67,776622.0,5834904.0,1.28,3240.0,1416.0,0.83,(주)엘디티,0.194839775402945,2,-13.88888888888889,0,0.7883109614272407
2013,96870,1.59,0.0,20.0,23180942.0,32.68,42.13,1064644.0,8792453.0,0.81,2790.0,2068.0,0.68,(주)엘디티,0.1821708457911511,2,-35.842293906810035,0,1000.0
2014,96870,1.275,0.0,20.0,26998524.0,28.62,16.47,1416130.0,9607565.0,0.59,1790.0,908.0,0.55,(주)엘디티,0.2393687638799638,2,75.41899441340783,1,1000.0
2015,96870,1.28,50.010000000000005,20.0,21364171.0,17.41,-20.87,2022960.0,3069207.0,0.32,3140.0,424.0,0.3,(주)엘디티,0.194629306142609,2,6.847133757961784,1,-0.5001000000000001
2016,96870,2.09,0.0,20.0,23692485.0,10.27,10.9,1890474.0,2749259.0,0.28,3355.0,267.0,0.26,(주)엘디티,0.1783898218119276,2,1.639344262295082,0,0.0
2017,96870,3.125,0.0,20.0,20152794.0,-23.37,-14.94,0.0,-2049631.0,0.22,3410.0,-506.0,0.21,(주)엘디티,0.0771443498259457,2,-22.58064516129032,0,-0.0
2011,376190,0.0,0.0,30.0,48630655.0,0.8,10.07,503079.0,598076.0,1.84,1215.0,55.0,1.12,(주)엘비루셈,0.7244309285506975,1,76.13168724279835,1,-0.0
2012,376190,0.0,0.0,30.0,60036379.0,6.5,23.45,578763.0,4978149.0,2.11,2140.0,554.0,1.54,(주)엘비루셈,0.6400085562693281,1,0.233644859813084,0,-0.0
2013,376190,0.0,0.0,30.0,52159047.0,2.95,-13.12,548275.0,1342461.0,1.68,2145.0,218.0,1.26,(주)엘비루셈,0.5485443522618199,2,41.25874125874126,1,1000.0
2014,376190,0.0,0.0,30.0,53358174.0,2.34,2.3,505718.0,1524310.0,1.67,3030.0,177.0,1.26,(주)엘비루셈,0.5393020490916326,1,230.03300330033,1,1000.0
2015,376190,0.0,0.0,30.0,68026006.0,4.1,27.49,557170.0,3506573.0,2.03,10000.0,396.0,1.42,(주)엘비루셈,0.2412332363536344,1,-33.7,0,1000.0
2016,376190,0.0,0.0,30.0,79343272.0,3.22,16.64,568019.0,4516288.0,2.23,6630.0,362.0,1.46,(주)엘비루셈,0.2520400696716827,2,-6.787330316742081,0,1000.0
2017,376190,0.0,0.0,30.0,90680419.0,2.22,14.29,555390.0,2503628.0,2.54,6180.0,292.0,1.6,(주)엘비루셈,0.6028078860394388,2,-55.90614886731392,0,1000.0
2011,138690,4.3100000000000005,27.155,20.0,23767408.0,2.22,8.45,619796.0,1763099.0,0.97,16650.0,101.0,0.46,(주)엘아이에스,0.4592605549778217,2,-60.06006006006006,0,0.4312322667085637
2012,138690,5.63,0.0,20.0,20373934.0,-69.55,0.0,116671.0,-15602316.0,0.89,6650.0,-1808.0,0.45,(주)엘아이에스,0.9820691403666508,1,18.49624060150376,1,1000.0
2013,138690,5.03,0.0,20.0,42107235.0,-8.28,106.67,57708.0,-3116575.0,1.93,7880.0,-493.0,0.91,(주)엘아이에스,1.2225748368431295,2,6.091370558375635,1,1000.0
2014,138690,5.545,0.0,20.0,36925075.0,-64.83,-12.31,39882.0,-15086518.0,2.33,8360.0,-1808.0,0.8,(주)엘아이에스,3.1810902202170737,0,148.20574162679426,1,1000.0
2015,138690,4.935,10.195,20.0,121904067.0,19.08,150.87,883227.0,21283861.0,3.86,20750.0,0.0,1.64,(주)엘아이에스,0.6034188693068329,2,-54.21686746987952,0,0.2181762560517532
2016,138690,4.985,0.0,20.0,102985201.0,-18.19,-15.52,1504309.0,-13217787.0,2.0,9500.0,0.0,0.87,(주)엘아이에스,1.2445529843995995,1,42.63157894736842,1,1000.0
2017,138690,10.555,0.0,20.0,91942892.0,-34.95,-10.72,324942.0,-6634333.0,2.52,13550.0,0.0,0.61,(주)엘아이에스,6.139021859069174,1,-9.96309963099631,0,0.0
2011,66970,5.215,0.0,20.0,210921751.0,0.68,34.05,0.0,4390400.0,4.56,10500.0,0.0,2.03,(주)엘앤에프,0.8744964643905477,1,-8.857142857142856,0,1000.0
2012,66970,3.4,0.0,30.0,239316331.0,0.28,13.46,0.0,2582600.0,5.0,9570.0,0.0,1.82,(주)엘앤에프,0.8569369595123221,2,-17.763845350052247,0,1000.0
2013,66970,2.575,0.0,30.0,225969174.0,-3.97,-5.58,0.0,-3228411.0,4.5,7870.0,0.0,1.5,(주)엘앤에프,1.0217748763862822,1,-30.1143583227446,0,1000.0
2014,66970,1.935,0.0,30.0,245675375.0,-0.85,8.72,0.0,1002278.0,4.36,5500.0,0.0,1.53,(주)엘앤에프,0.7545888088484305,1,74.18181818181819,1,0.0
2015,66970,2.585,0.0,30.0,235128641.0,-2.13,-4.29,0.0,-1953220.0,3.92,9580.0,0.0,1.42,(주)엘앤에프,1.164023131908551,2,56.05427974947808,1,1000.0
2016,66970,3.335,49.65,30.0,249732039.0,2.09,6.21,0.0,13862700.0,3.41,14950.0,0.0,1.35,(주)엘앤에프,0.9356284232705748,1,186.2876254180602,1,1.3574590682100047
2017,66970,6.26,36.475,30.0,403019916.0,5.12,61.38,0.0,29371158.0,3.83,42800.0,0.0,1.72,(주)엘앤에프,0.8798629862624096,2,-14.95327102803738,0,0.2691279722410358
2011,6260,1.93,56.405,10.0,12351573000.0,0.98,19.23,39737000.0,338022000.0,4.48,76000.0,0.0,1.32,(주)엘에스,0.1006631214395634,1,24.07894736842105,1,0.99765962655199
2012,6260,1.68,40.275,10.0,11881204000.0,1.8,-3.81,38362000.0,447639000.0,4.19,94300.0,0.0,1.19,(주)엘에스,0.0770448374727766,2,-14.209968186638388,0,-1.273085625138529
2013,6260,1.55,42.075,10.0,11445455000.0,1.44,-3.67,40639000.0,453008000.0,3.88,80900.0,0.0,1.14,(주)엘에스,0.0520166411515482,2,-32.88009888751545,0,-1.1213037899173297
2014,6260,1.3199999999999998,42.8,10.0,10886348000.0,0.8,-4.88,39819000.0,372737000.0,3.6,54300.0,0.0,1.07,(주)엘에스,0.2338820573277457,2,-25.69060773480663,0,-20.645570831971543
2015,6260,0.765,12.515,10.0,9999749000.0,-0.73,-8.14,40682000.0,271955000.0,3.34,40350.0,0.0,0.99,(주)엘에스,0.2167231889575763,2,46.96406443618339,1,0.7637539418871363
2016,6260,0.8799999999999999,39.69,10.0,9621313000.0,2.24,-3.78,39966000.0,459214000.0,3.1,59300.0,0.0,0.98,(주)엘에스,0.2105006107686246,2,22.25969645868465,1,-2.860248110764191
2017,6260,1.3050000000000002,33.495000000000005,10.0,9515114000.0,3.83,-1.1,30103000.0,532167000.0,2.76,72500.0,0.0,0.97,(주)엘에스,0.188753600165317,2,-32.27586206896552,0,3.210963843685511
2011,680,0.605,24.005,10.0,454028664.0,4.57,17.51,0.0,5801136.0,0.57,4385.0,254.0,0.35,(주)엘에스네트웍스,0.7522286718816777,1,-2.622576966932725,0,-2.315690018189581
2012,680,0.55,24.105,10.0,654844454.0,3.01,44.23,0.0,9473233.0,0.82,4270.0,249.0,0.48,(주)엘에스네트웍스,0.8095283550617143,1,13.934426229508196,1,0.8979851330209597
2013,680,0.565,0.0,10.0,771011942.0,-2.5,17.74,0.0,-5048330.0,0.99,4865.0,0.0,0.54,(주)엘에스네트웍스,0.944962024787941,1,-15.93011305241521,0,1000.0
2014,680,0.585,0.0,10.0,951010673.0,0.07,23.35,0.0,2550988.0,1.24,4090.0,7.0,0.63,(주)엘에스네트웍스,1.1946912077491685,1,-10.880195599022006,0,1000.0
2015,680,0.625,0.0,10.0,810130161.0,-9.35,-14.81,0.0,-68390163.0,1.11,3645.0,-1037.0,0.52,(주)엘에스네트웍스,1.425303167284931,2,-16.735253772290807,0,1000.0
2016,680,0.565,0.0,10.0,487042509.0,-17.89,-39.88,0.0,-58233428.0,0.75,3035.0,-1186.0,0.35,(주)엘에스네트웍스,1.2781509633087418,0,-4.612850082372323,0,1000.0
2017,680,0.505,28.89,10.0,443352650.0,4.65,-8.97,0.0,2771971.0,0.72,2895.0,280.0,0.35,(주)엘에스네트웍스,1.185023288219656,1,-14.335060449050086,0,0.8298474242309912
2011,93050,1.565,11.115,30.0,1439319872.0,6.51,0.0,346648000.0,128870405.0,1.74,40400.0,0.0,1.23,(주)엘에프,0.3781231777121122,1,-22.524752475247524,0,0.7858988268419627
2012,93050,1.26,13.11,30.0,1466496900.0,3.87,1.89,344506000.0,77886160.0,1.73,31300.0,0.0,1.23,(주)엘에프,0.3288526453560197,2,7.667731629392971,1,3.212236502293956
2013,93050,0.97,10.14,30.0,1486052176.0,4.37,1.33,353654000.0,84760019.0,1.66,33700.0,0.0,1.19,(주)엘에프,0.3302514766688976,2,-11.275964391691394,0,-5.229226376154612
2014,93050,0.915,9.285,30.0,1460156058.0,5.55,-1.74,366546000.0,95685480.0,1.54,29900.0,0.0,1.08,(주)엘에프,0.3310696676056566,2,-9.698996655518394,0,-2.710986013709205
2015,93050,0.965,16.51,30.0,1571047846.0,3.22,7.59,384410000.0,74089220.0,1.57,27000.0,0.0,1.09,(주)엘에프,0.317663395961879,2,-20.185185185185187,0,-1.4367848263866556
2016,93050,0.6950000000000001,12.355,30.0,1529296619.0,3.35,-2.66,350367000.0,78987700.0,1.48,21550.0,0.0,1.0,(주)엘에프,0.3543700816874718,2,45.243619489559165,1,-0.9137015206559208
2017,93050,0.75,10.66,30.0,1602059905.0,4.37,4.76,334906000.0,110146015.0,1.49,31300.0,0.0,1.01,(주)엘에프,0.3036089209196116,2,-20.60702875399361,0,-1.1743548045615482
2011,108320,0.0,0.0,10.0,301486881.0,10.9,17.3,28858459.0,24993693.0,1.42,2790.0,2046.0,1.18,(주)엘엑스세미콘,0.2145272448525385,2,-6.810035842293908,0,-0.0
2012,108320,0.0,0.0,10.0,472637325.0,8.7,56.77,27523281.0,43554849.0,1.98,2600.0,2628.0,1.56,(주)엘엑스세미콘,0.3129811969386606,2,-1.7307692307692308,0,-0.0
2013,108320,0.0,0.0,10.0,410236860.0,7.81,-13.2,10934155.0,33239538.0,1.55,2555.0,0.0,1.2,(주)엘엑스세미콘,0.257011010515509,2,-2.73972602739726,0,-0.0
2014,108320,0.0,0.0,10.0,390705091.0,8.24,-4.76,13591381.0,35687872.0,1.36,2485.0,2033.0,1.08,(주)엘엑스세미콘,0.2596060905607494,1,46.88128772635815,1,-0.0
2015,108320,0.0,0.0,10.0,535837006.0,9.04,37.15,19100435.0,55883068.0,1.66,3650.0,3018.0,1.28,(주)엘엑스세미콘,0.3322842863884204,2,25.068493150684933,1,0.0
2016,108320,0.0,0.0,10.0,610043215.0,8.31,13.85,29921353.0,50617456.0,1.68,4565.0,3116.0,1.29,(주)엘엑스세미콘,0.2770461009549931,1,22.67250821467689,1,0.0
2017,108320,0.0,0.0,10.0,692761282.0,6.79,13.56,51724469.0,45521509.0,1.75,5600.0,2894.0,1.34,(주)엘엑스세미콘,0.3215824438256367,2,-35.17857142857143,0,0.0
2011,1120,1.95,7.31,10.0,13986834138.0,1.87,-2.78,0.0,200734759.0,9.59,47150.0,0.0,2.9,(주)엘엑스인터내셔널,1.7687980803546604,2,2.545068928950159,0,0.0990640675501132
2012,1120,1.6149999999999998,5.445,10.0,12793756148.0,1.79,-8.53,0.0,205487044.0,8.61,48350.0,0.0,2.58,(주)엘엑스인터내셔널,1.1788305431749762,2,-40.5377456049638,0,0.113656065345772
2013,1120,1.235,46.98,10.0,12072685790.0,0.37,-5.64,0.0,98285199.0,7.48,28750.0,0.0,2.46,(주)엘엑스인터내셔널,1.1020337958598525,1,-0.1739130434782608,0,-0.9022534845642218
2014,1120,0.7949999999999999,0.0,10.0,11372192850.0,-0.12,-5.8,0.0,171974137.0,7.16,28700.0,0.0,2.33,(주)엘엑스인터내셔널,1.0693614988981506,2,17.770034843205575,1,1000.0
2015,1120,1.11,0.0,10.0,13224458801.0,-1.64,16.29,0.0,81691891.0,8.51,33800.0,0.0,2.57,(주)엘엑스인터내셔널,1.296546743037269,2,-13.461538461538462,0,1000.0
2016,1120,1.105,22.28,10.0,11966717412.0,0.71,-9.51,0.0,174073739.0,7.51,29250.0,0.0,2.27,(주)엘엑스인터내셔널,1.2698675839542537,2,-7.179487179487179,0,0.9930666486122196
2017,1120,1.055,19.105,10.0,12827237444.0,0.69,7.19,0.0,212254345.0,7.94,27150.0,0.0,2.53,(주)엘엑스인터내셔널,1.2755437364275086,2,-43.46224677716391,0,0.3175155930019433
2011,73110,2.195,11.68,20.0,92526620.0,10.13,0.0,6060439.0,12614053.0,1.24,20800.0,0.0,0.62,(주)엘엠에스,0.7365201363184257,2,-41.82692307692308,0,0.1722496407968559
2012,73110,1.75,14.045000000000002,20.0,84113942.0,10.72,-9.09,6158701.0,11316873.0,1.09,12100.0,0.0,0.56,(주)엘엠에스,0.7796121298207006,2,62.8099173553719,1,10.5297003677491
2013,73110,1.41,8.465,20.0,111677511.0,13.92,32.77,7573466.0,16865525.0,1.29,19700.0,0.0,0.7,(주)엘엠에스,0.6613016654930245,1,9.137055837563452,1,-2.016318347659219
2014,73110,1.42,6.835000000000001,20.0,138878415.0,16.83,24.36,7894730.0,18757130.0,1.32,21500.0,0.0,0.68,(주)엘엠에스,0.8821477355825956,2,-50.93023255813953,0,0.3369240503798051
2015,73110,1.035,12.895,20.0,123425729.0,5.01,-11.13,7776332.0,7270297.0,1.03,10550.0,0.0,0.53,(주)엘엠에스,0.6878720615506682,2,-24.454976303317537,0,7.020837565806262
2016,73110,0.64,0.0,20.0,113507609.0,-10.28,-8.04,6487380.0,9113126.0,0.97,7970.0,-1455.0,0.53,(주)엘엠에스,0.7338545628581795,1,18.193224592220822,1,1000.0
2017,73110,0.935,0.0,20.0,143748592.0,6.6,26.64,8983373.0,19539992.0,1.28,9420.0,1198.0,0.71,(주)엘엠에스,0.7383329423920203,2,-31.422505307855623,0,1000.0
2011,9970,2.035,16.565,30.0,1405976336.0,15.0,20.82,26846479.0,292945969.0,1.75,56200.0,0.0,1.2,(주)영원무역홀딩스,0.0662883065546727,2,6.227758007117438,1,1.18997201722521
2012,9970,2.06,43.655,30.0,1449208131.0,11.66,3.07,35540902.0,235666412.0,1.59,59700.0,0.0,1.09,(주)영원무역홀딩스,0.1072957162243586,2,32.1608040201005,1,-2.037997333963196
2013,9970,2.54,66.58,30.0,1530070464.0,10.55,5.58,33288305.0,219993588.0,1.42,78900.0,0.0,1.02,(주)영원무역홀딩스,0.0839822063250518,2,12.67427122940431,1,-1.514489448084867
2014,9970,3.28,65.09,30.0,1644310600.0,11.05,7.47,31943949.0,234995746.0,1.29,88900.0,0.0,0.97,(주)영원무역홀딩스,0.0396174874417902,2,-23.509561304836897,0,-3.043636154210504
2015,9970,2.81,82.225,30.0,1880488284.0,9.18,14.36,44358104.0,230875438.0,1.23,68000.0,0.0,0.85,(주)영원무역홀딩스,0.0331711093362667,2,-12.5,0,-10.111875811811425
2016,9970,2.095,75.915,30.0,2338014921.0,5.52,24.33,61949664.0,200995944.0,1.34,59500.0,0.0,0.85,(주)영원무역홀딩스,0.0301957100631142,2,-6.722689075630252,0,-10.627810042882311
2017,9970,1.755,71.33,30.0,2384765744.0,4.93,2.0,69635052.0,210302068.0,1.36,55500.0,0.0,0.85,(주)영원무역홀딩스,0.0360851662736351,2,12.612612612612612,1,-3.8864341407652057
2011,83310,1.33,14.52,20.0,66656320.0,5.84,-18.98,0.0,4046463.0,1.37,4000.0,379.0,1.04,(주)엘오티베큠,0.2681840686074361,0,7.000000000000001,1,0.2020313150150687
2012,83310,1.175,12.71,20.0,72619688.0,6.79,8.95,0.0,4937143.0,1.39,4280.0,484.0,1.14,(주)엘오티베큠,0.1868392412985543,2,44.1588785046729,1,0.3250727395249209
2013,83310,1.165,17.975,20.0,83757931.0,3.83,15.34,0.0,3641745.0,1.45,6170.0,0.0,1.18,(주)엘오티베큠,0.2724589051925,2,-29.416531604538086,0,-0.5622717733828202
2014,83310,1.05,12.175,20.0,88475695.0,6.26,5.63,0.0,5699051.0,1.41,4355.0,0.0,1.08,(주)엘오티베큠,0.3099324618369012,2,108.95522388059702,1,4.293766549792307
2015,83310,2.105,10.925,20.0,123883585.0,6.97,40.02,0.0,10278633.0,1.78,9100.0,0.0,1.39,(주)엘오티베큠,0.2357886360677391,2,69.78021978021978,1,0.3016528993836441
2016,83310,2.38,23.19,20.0,124058524.0,6.84,0.14,0.0,8579382.0,1.59,15450.0,0.0,1.19,(주)엘오티베큠,0.3908663035422582,2,1.9417475728155336,0,1.061890779247616
2017,83310,2.16,8.52,20.0,200745090.0,12.13,61.81,0.0,27651455.0,2.11,15750.0,0.0,1.49,(주)엘오티베큠,0.4149294531998961,2,-56.888888888888886,0,0.1362941699831858
2011,3550,1.94,34.265,10.0,10059024000.0,10.24,6.1,73712000.0,1306519000.0,0.95,61400.0,0.0,0.7,(주)엘지,0.0504036237405433,2,6.188925081433225,1,-1.4037574803401114
2012,3550,1.575,27.9,10.0,9827154000.0,9.71,-2.31,68864000.0,1183337000.0,0.87,65200.0,0.0,0.63,(주)엘지,0.0398139865421193,2,-1.8404907975460123,0,-0.7790336496461769
2013,3550,1.56,32.385,10.0,9799213000.0,8.48,-0.28,75230000.0,1153922000.0,0.82,64000.0,0.0,0.6,(주)엘지,0.0371764702314741,2,-4.375,0,0.0
2014,3550,1.51,31.795,10.0,9865402000.0,8.46,0.68,100701000.0,1044108000.0,0.8,61200.0,0.0,0.58,(주)엘지,0.03666845383448,2,15.68627450980392,1,-10.509926656743106
2015,3550,1.47,32.64,10.0,9968190000.0,9.47,1.04,109776000.0,1137986000.0,0.77,70800.0,0.0,0.56,(주)엘지,0.0350964354414354,2,-15.254237288135592,0,-6.081724678606396
2016,3550,1.49,34.15,10.0,10725374000.0,10.17,7.6,109365000.0,1344692000.0,0.78,60000.0,0.0,0.57,(주)엘지,0.0404211850421368,2,51.66666666666667,1,-20.645570831971543
2017,3550,1.54,13.815,10.0,11841058000.0,20.57,10.4,114153000.0,1685925000.0,0.78,91000.0,0.0,0.58,(주)엘지,0.0521049060610553,2,-23.186813186813183,0,0.3612184859960383
2011,51900,11.985,44.54,10.0,3452434428.0,7.86,22.15,0.0,400752077.0,3.62,487500.0,0.0,1.6,(주)엘지생활건강,1.0945706233009054,2,34.76923076923077,1,2.708673028838406
2012,51900,11.745,47.515,10.0,3896218098.0,8.01,12.85,0.0,445531112.0,3.34,657000.0,0.0,1.52,(주)엘지생활건강,1.1055940254598575,2,-16.590563165905632,0,7.067291420532444
2013,51900,11.06,58.825,10.0,4326255199.0,8.45,11.04,0.0,496411686.0,3.15,548000.0,0.0,1.4,(주)엘지생활건강,1.2111097360973075,2,13.686131386861314,1,9.987717717764871
2014,51900,8.530000000000001,38.2,10.0,4677009785.0,7.58,8.11,0.0,511039842.0,2.94,623000.0,0.0,1.29,(주)엘지생활건강,1.1894479170978585,2,68.53932584269663,1,4.045035875997556
2015,51900,11.1,48.065,10.0,5328492268.0,8.83,13.93,0.0,684095164.0,2.79,1050000.0,0.0,1.33,(주)엘지생활건강,1.019927802369342,2,-18.38095238095238,0,3.4858122452602176
2016,51900,10.255,33.735,10.0,6094059406.0,9.5,14.37,0.0,880936618.0,2.57,857000.0,0.0,1.4,(주)엘지생활건강,0.6471924775417371,2,38.739789964994166,1,0.7979236762361147
2017,51900,8.629999999999999,30.695,10.0,6270463510.0,9.86,2.89,0.0,930348986.0,2.2,1189000.0,0.0,1.35,(주)엘지생활건강,0.4769247515248732,2,-7.401177460050462,0,0.91045235962176
2011,32640,1.175,38.235,10.0,9185166000.0,0.92,8.05,0.0,285702000.0,2.35,7400.0,0.0,0.94,(주)엘지유플러스,1.864561034369861,2,5.405405405405405,0,-0.8841071248245624
2012,32640,1.215,0.0,10.0,10904634000.0,-0.55,18.72,0.0,126756000.0,2.87,7800.0,0.0,0.99,(주)엘지유플러스,1.9592168370988443,2,37.82051282051282,1,1000.0
2013,32640,1.735,16.85,10.0,11450300000.0,2.44,5.0,0.0,542129000.0,2.95,10750.0,0.0,1.0,(주)엘지유플러스,1.925597311447792,2,6.976744186046512,1,-0.7909057820536911
2014,32640,1.58,19.54,10.0,10999828000.0,2.07,-3.93,0.0,576338000.0,2.68,11500.0,0.0,0.92,(주)엘지유플러스,1.8611482555988448,2,-9.565217391304348,0,0.4435529737830664
2015,32640,1.4049999999999998,13.04,10.0,10795218000.0,3.25,-1.86,0.0,632331000.0,2.5,10400.0,0.0,0.9,(주)엘지유플러스,1.6664594107903037,2,10.096153846153848,1,0.13217106068928
2016,32640,1.335,9.4,10.0,11451046000.0,4.3,6.08,0.0,746483000.0,2.47,11450.0,0.0,0.96,(주)엘지유플러스,1.4677758815842097,2,22.270742358078603,1,0.432039373984792
2017,32640,1.525,11.114999999999998,10.0,12279382000.0,4.46,7.23,608250996.0,826295000.0,2.44,14000.0,0.0,1.03,(주)엘지유플러스,1.2598866786619254,2,26.071428571428573,1,0.3399944550071239
2011,51910,3.67,15.65,10.0,22675593000.0,9.57,16.46,62440000.0,1685925000.0,2.58,317500.0,0.0,1.62,(주)엘지화학,0.4743559191101621,2,3.937007874015748,0,0.4908266682481695
2012,51910,2.645,17.845,10.0,23263019000.0,6.48,2.59,68046000.0,1685925000.0,2.27,330000.0,0.0,1.46,(주)엘지화학,0.4493988314843959,2,-9.242424242424242,0,-20.645570831971543
2013,51910,2.01,18.09,10.0,23143612000.0,5.49,-0.51,67952000.0,1685925000.0,2.06,299500.0,0.0,1.36,(주)엘지화학,0.3889974283034304,2,-39.565943238731215,0,-1.1408794669221496
