회계년도,거래소코드,PBR,PER,기업규모코드,매출액,매출액순이익률,매출액증가율,성장비용,영업손익,자기자본회전률,종가,주당순손익,총자본회전률,회사명,부채자본비율,현금흐름스코어,수익률,투자신호,PEG
2013,67990,2.1,184.85,30.0,436958810.0,-0.29,10.71,7550308.0,2579803.0,9.59,4165.0,0.0,2.54,도이치모터스(주),2.5062794264020964,1,10.444177671068427,1,-3.2406211341212416
2014,67990,2.255,67.425,30.0,534775460.0,-0.07,22.39,8222556.0,-441997.0,9.55,4600.0,0.0,1.86,도이치모터스(주),2.336525793092982,1,-17.934782608695652,0,-2.606569722526785
2015,67990,1.995,21.01,30.0,662318536.0,0.62,23.85,13386613.0,4854839.0,9.59,3775.0,0.0,1.74,도이치모터스(주),2.545636019589065,1,6.622516556291391,1,2.2550335158275296
2016,67990,1.8000000000000005,176.14499999999998,30.0,673399127.0,-0.44,1.67,12245792.0,-1952068.0,9.27,4025.0,0.0,1.63,도이치모터스(주),3.7931981629095737,2,42.36024844720497,1,-20.645570831971543
2017,67990,1.98,26.87,30.0,950183846.0,0.45,41.1,10696784.0,11712555.0,7.57,5730.0,0.0,1.92,도이치모터스(주),3.635904312636504,1,-10.296684118673648,0,0.6583346941048298
2011,5160,0.62,10.805,30.0,508093871.0,1.13,16.19,0.0,10725787.0,1.24,4050.0,0.0,0.71,동국산업(주),0.6983274050895244,1,-13.580246913580249,0,0.0892962280294893
2012,5160,0.63,30.325,30.0,501942810.0,2.32,-1.21,0.0,16397061.0,1.22,3500.0,0.0,0.68,동국산업(주),0.7204763991031281,2,-0.8571428571428572,0,0.8105790230527852
2013,5160,0.55,24.020000000000003,30.0,489792993.0,2.8,-2.42,0.0,19638662.0,1.2,3470.0,0.0,0.66,동국산업(주),0.8058595035568286,2,22.19020172910663,1,-0.7692931107834219
2014,5160,0.63,22.03,30.0,679003991.0,2.64,38.63,0.0,27203300.0,1.62,4240.0,0.0,0.85,동국산업(주),0.7887085641166867,2,-10.141509433962264,0,-1.1342291130016928
2015,5160,0.555,21.35,30.0,736113394.0,3.78,8.41,0.0,36721618.0,1.67,3810.0,0.0,0.91,동국산업(주),0.6582935397652313,2,19.68503937007874,1,1.9979250217046431
2016,5160,0.755,10.795,30.0,754931361.0,4.03,2.56,0.0,50541292.0,1.56,4560.0,0.0,0.93,동국산업(주),0.5019459336670788,1,-13.706140350877194,0,0.2046606538049531
2017,5160,0.64,12.29,30.0,784363917.0,2.91,3.9,0.0,38377945.0,1.51,3935.0,0.0,0.94,동국산업(주),0.4023138175080347,2,-37.86531130876747,0,0.4894267008964044
2011,1230,0.765,191.79,10.0,8841939944.0,0.07,8.43,0.0,267069603.0,2.78,20500.0,0.0,0.89,동국제강(주),1.776478853383149,1,-33.170731707317074,0,-3.203116121350912
2012,1230,0.475,0.0,10.0,7870715841.0,-2.99,-10.98,0.0,-66908116.0,2.63,13700.0,0.0,0.81,동국제강(주),1.73688751448088,2,-4.014598540145985,0,1000.0
2013,1230,0.345,0.0,10.0,6690855233.0,-1.77,-14.99,0.0,81121103.0,2.45,13150.0,0.0,0.73,동국제강(주),1.8925202665525085,2,-55.43726235741445,0,1000.0
2014,1230,0.3,0.0,10.0,6068531496.0,-4.82,-9.3,0.0,-20374926.0,2.32,5860.0,0.0,0.68,동국제강(주),1.7760584753926485,2,-1.877133105802048,0,1000.0
2015,1230,0.23,39.28,10.0,5720334279.0,-3.92,-5.74,0.0,193643210.0,2.36,5750.0,0.0,0.73,동국제강(주),1.5355549949864555,1,92.17391304347828,1,1.4604855940018555
2016,1230,0.31,16.53,30.0,5006583137.0,1.41,-12.48,0.0,256593362.0,2.21,11050.0,0.0,0.76,동국제강(주),1.3587592508472623,2,-0.4524886877828055,0,0.5109129409377847
2017,1230,0.44,17.625,30.0,6049348883.0,0.08,20.83,0.0,241325303.0,2.6,11000.0,0.0,0.97,동국제강(주),1.160533155431252,2,-34.27272727272727,0,0.5706285798663223
2011,5960,0.45,0.0,10.0,2349200551.0,-7.22,-1.07,103327000.0,-68390163.0,4.59,4535.0,0.0,0.93,동부건설(주),3.5408182279164127,2,-23.37375964718853,0,1000.0
2012,5960,0.31,16.915,10.0,2484677333.0,-0.16,5.77,93187000.0,72598316.0,5.33,3475.0,0.0,0.91,동부건설(주),3.742864003442174,2,-19.568345323741006,0,-0.3313392025438062
2013,5960,0.655,0.0,10.0,1997706059.0,-8.92,-19.6,61977000.0,-68390163.0,4.65,2795.0,0.0,0.74,동부건설(주),5.333627073957909,1,-64.04293381037567,0,1000.0
2014,5960,13.295,0.0,10.0,894423134.0,-26.18,-55.23,13091000.0,-68390163.0,4.78,1005.0,0.0,0.53,동부건설(주),6.139021859069174,1,817.4129353233831,1,0.0
2015,5960,7.245,0.0,30.0,698187491.0,-10.25,-21.94,9935000.0,-35633708.0,9.59,9220.0,-1808.0,0.96,동부건설(주),6.139021859069174,1,8.134490238611713,1,1000.0
2016,5960,0.65,4.075,30.0,585523904.0,9.17,-16.14,12804000.0,16099695.0,3.62,9970.0,4602.0,0.91,동부건설(주),1.5958218088249985,0,1.3039117352056169,0,0.1108572864307146
2017,5960,0.915,2.86,30.0,701488711.0,13.73,19.81,10870000.0,25565868.0,2.52,10100.0,4572.0,1.07,동부건설(주),1.0009953965595153,0,-28.41584158415841,0,0.0670676670027922
2011,640,1.685,19.52,30.0,1055699080.0,7.09,10.69,162196975.0,113512034.0,1.27,88800.0,0.0,0.75,동아쏘시오홀딩스(주),0.6886193800962346,2,22.74774774774775,1,2.937778459683389
2012,640,1.455,15.46,30.0,1105996372.0,8.17,4.76,157571311.0,105841571.0,1.27,109000.0,0.0,0.69,동아쏘시오홀딩스(주),0.9105267145344936,2,35.321100917431195,1,-9.83353694144487
2013,640,2.505,0.0,30.0,570870107.0,3.76,-48.38,70235475.0,33640237.0,0.82,147500.0,0.0,0.42,동아쏘시오홀딩스(주),0.6886402885148846,2,-17.627118644067796,0,1000.0
2014,640,1.725,97.085,30.0,630625194.0,1.03,10.47,65741850.0,20826938.0,1.2,121500.0,0.0,0.61,동아쏘시오홀딩스(주),0.6454889250752269,1,39.50617283950617,1,-2.6932673726639416
2015,640,2.175,32.49,30.0,704734520.0,9.45,11.75,52535064.0,64359437.0,1.24,169500.0,0.0,0.61,동아쏘시오홀딩스(주),0.5343629005391698,2,-7.669616519174041,0,-10.899789046630437
2016,640,1.56,202.045,30.0,726165505.0,24.19,3.04,51761603.0,75998662.0,0.98,156500.0,0.0,0.55,동아쏘시오홀딩스(주),0.3690689923525091,2,-18.210862619808307,0,5.906893680368644
2017,640,1.335,37.775,30.0,690264582.0,4.71,-4.94,48841209.0,53374418.0,0.77,128000.0,5311.0,0.48,동아쏘시오홀딩스(주),0.4129024132943908,2,-14.84375,0,1.0780069781438886
2011,41930,1.3649999999999998,0.0,20.0,168323344.0,-1.98,11.29,0.0,3979343.0,3.66,3725.0,0.0,1.33,동아화성(주),1.2467757830123871,1,-4.026845637583892,0,1000.0
2012,41930,1.33,10.54,20.0,180687020.0,4.45,7.35,0.0,10586401.0,3.78,3575.0,0.0,1.45,동아화성(주),1.0381223083158082,2,69.79020979020979,1,0.1886382771404491
2013,41930,1.445,8.045,20.0,195116397.0,7.52,7.99,0.0,21049395.0,3.38,6070.0,0.0,1.63,동아화성(주),0.5141210034010576,2,-9.884678747940692,0,0.0890940680100345
2014,41930,1.42,7.125,20.0,194061097.0,5.52,-0.54,0.0,22233080.0,2.74,5470.0,0.0,1.48,동아화성(주),0.6028377417147065,2,-4.753199268738574,0,0.0638895382129786
2015,41930,1.31,12.605,20.0,211426813.0,2.18,8.95,0.0,14832210.0,2.7,5210.0,0.0,1.32,동아화성(주),0.7269071685273305,1,-6.90978886756238,0,1.1860004680017369
2016,41930,1.045,7.824999999999999,20.0,240105023.0,6.3,13.56,0.0,14553391.0,2.77,4850.0,0.0,1.25,동아화성(주),0.7426430663908056,2,-2.3711340206185567,0,3.312499517334563
2017,41930,0.935,13.8,30.0,255025462.0,3.58,6.21,0.0,13007275.0,2.67,4735.0,0.0,1.27,동아화성(주),0.5567244838284531,2,-14.994720168954592,0,-0.6039237094532486
2011,79960,0.745,4.895,30.0,474566687.0,4.88,8.92,6120.0,22882679.0,4.33,8400.0,3024.0,2.27,동양이엔피(주),0.8610107851413181,2,78.57142857142857,1,0.0928339047742533
2012,79960,0.825,4.4,30.0,552322736.0,2.18,16.38,2500.0,26837342.0,4.32,15000.0,0.0,2.32,동양이엔피(주),0.4920688367762975,2,24.0,1,0.182847987578165
2013,79960,1.015,5.359999999999999,30.0,595763086.0,4.55,7.87,959415.0,31509055.0,4.23,18600.0,0.0,2.54,동양이엔피(주),0.4894804846197642,2,-41.66666666666667,0,0.1719391861343921
2014,79960,0.74,7.27,30.0,477372601.0,2.21,-19.87,4714658.0,12456607.0,3.01,10850.0,1375.0,1.96,동양이엔피(주),0.3309506788287317,2,30.414746543778804,1,4.106699554884492
2015,79960,0.61,7.95,30.0,464070303.0,3.79,-2.79,3874607.0,18368250.0,2.71,14150.0,2295.0,1.9,동양이엔피(주),0.3687968954819876,1,-7.420494699646643,0,-0.4630596796067563
2016,79960,0.6,6.525,30.0,440562193.0,3.44,-5.07,4632970.0,16003323.0,2.38,13100.0,0.0,1.7,동양이엔피(주),0.2867936558849228,2,-6.106870229007633,0,-0.4318519811044222
2017,79960,0.5700000000000001,72.955,30.0,424716584.0,2.06,-3.6,3534212.0,14382037.0,2.2,12300.0,0.0,1.6,동양이엔피(주),0.2999205119135427,1,-24.796747967479675,0,-1.314222179873476
2011,8970,1.66,38.150000000000006,20.0,226104084.0,1.15,6.38,0.0,3005452.0,2.16,2570.0,32.0,1.24,동양철관(주),0.7660312479446442,1,-29.961089494163424,0,-1.7564187032048937
2012,8970,1.735,58.56,30.0,256422624.0,1.01,13.41,0.0,3512925.0,2.39,1800.0,32.0,1.24,동양철관(주),0.8133576648567133,1,-28.05555555555556,0,4.7862376916301645
2013,8970,1.395,0.0,30.0,222637264.0,-3.93,-13.18,0.0,-6121118.0,2.14,1295.0,0.0,1.04,동양철관(주),0.9826180249692272,2,-16.988416988416986,0,1000.0
2014,8970,1.145,0.0,30.0,199833884.0,-6.2,-10.24,0.0,-8486154.0,2.15,1075.0,-152.0,0.99,동양철관(주),0.9302160888724162,1,26.046511627906977,1,1000.0
2015,8970,1.18,63.91499999999999,30.0,171320554.0,1.35,-14.27,0.0,3248865.0,1.96,1355.0,28.0,0.94,동양철관(주),0.8487858795268216,1,-6.642066420664207,0,-3.1973744758085587
2016,8970,1.5499999999999998,0.0,30.0,129306247.0,-11.33,-24.52,0.0,-11978989.0,1.53,1265.0,-176.0,0.77,동양철관(주),0.8362345700922607,2,-34.62450592885376,0,-0.0
2017,8970,1.915,0.0,30.0,147138452.0,-20.8,13.79,0.0,-6489313.0,2.2,827.0,-354.0,0.95,동양철관(주),1.5212004859577934,0,83.7968561064087,1,-0.0
2011,30720,1.58,15.02,30.0,114139109.0,4.41,0.0,0.0,6052556.0,2.56,21100.0,0.0,1.07,동원수산(주),1.4041539059625805,2,-35.30805687203792,0,0.1491491168183558
2012,30720,1.335,21.69,30.0,118079111.0,1.37,0.0,0.0,1859110.0,2.61,13650.0,0.0,1.08,동원수산(주),1.3243114063258354,1,-23.44322344322344,0,1.5215244227686522
2013,30720,1.41,0.0,30.0,116957940.0,-6.72,-0.95,0.0,-10702773.0,2.62,10450.0,0.0,1.02,동원수산(주),1.748591318862775,1,-28.038277511961724,0,1000.0
2014,30720,1.26,0.0,30.0,110175047.0,-6.82,-5.8,0.0,-11767494.0,2.82,7520.0,0.0,1.0,동원수산(주),1.945014136000862,1,16.75531914893617,1,1000.0
2015,30720,1.49,176.855,30.0,118465536.0,-0.57,7.52,0.0,2251887.0,3.49,8780.0,0.0,1.23,동원수산(주),1.7304145540279197,1,10.478359908883828,1,-3.176815520749366
2016,30720,1.15,34.875,30.0,133122130.0,0.41,12.37,0.0,1340910.0,3.96,9700.0,0.0,1.42,동원수산(주),1.704144975766109,2,-2.783505154639176,0,1.2404059886575116
2017,30720,1.0,7.605,30.0,161702450.0,3.16,21.47,0.0,6615880.0,4.43,9430.0,0.0,1.63,동원수산(주),1.5148329881897278,2,-4.559915164369035,0,0.1990925668556798
2011,15230,1.095,3.64,30.0,368345160.0,6.17,29.25,0.0,31532679.0,5.06,35800.0,0.0,2.56,대창단조(주),0.7903482829391034,2,13.8268156424581,1,0.0521484878991722
2012,15230,1.025,3.89,30.0,312275610.0,7.51,-15.22,0.0,30706700.0,3.33,40750.0,0.0,2.13,대창단조(주),0.2889428319112894,2,20.245398773006134,1,0.0448433866014904
2013,15230,0.905,5.1850000000000005,30.0,258338704.0,6.99,-17.27,0.0,22535320.0,2.31,49000.0,0.0,1.73,대창단조(주),0.2050651030058299,2,-11.53061224489796,0,0.4506670914188169
2014,15230,0.91,6.834999999999999,30.0,245077944.0,7.38,-5.13,0.0,18349795.0,1.9,43350.0,0.0,1.45,대창단조(주),0.2112890357306446,2,-1.268742791234141,0,-0.7960484879869907
2015,15230,0.81,7.16,30.0,231334846.0,6.81,-5.61,0.0,18934948.0,1.6,42800.0,0.0,1.22,대창단조(주),0.164913513336556,2,13.317757009345794,1,-0.4766549697781034
2016,15230,0.65,5.91,30.0,213390559.0,6.55,-7.76,0.0,16466773.0,1.36,48500.0,0.0,1.07,대창단조(주),0.1545351136864996,1,21.23711340206185,1,-1.1353667662680216
2017,15230,0.78,11.2,30.0,257646211.0,4.93,20.74,0.0,18866029.0,1.54,58800.0,0.0,1.23,대창단조(주),0.1656755742993213,0,-27.380952380952383,0,-0.9163457586270716
2011,14820,1.75,0.0,30.0,465849463.0,-5.74,8.48,0.0,24092513.0,4.57,1165.0,0.0,1.08,동원시스템즈(주),3.640578102740484,1,2.145922746781116,0,1000.0
2012,14820,1.565,0.0,30.0,418147286.0,-0.26,-10.24,0.0,16270689.0,4.65,1190.0,0.0,0.96,동원시스템즈(주),3.3062869052406216,1,628.5714285714286,1,0.0
2013,14820,4.3950000000000005,183.155,30.0,549307221.0,1.71,31.37,0.0,16608300.0,3.72,8670.0,0.0,1.14,동원시스템즈(주),0.8755860928582656,1,177.39331026528257,1,3.064283073348133
2014,14820,2.24,63.965,30.0,754599079.0,0.05,37.37,0.0,26669099.0,3.34,24050.0,0.0,0.91,동원시스템즈(주),1.4940583164953511,2,266.7359667359667,1,1.1831214713516056
2015,14820,7.904999999999999,84.72,30.0,1218348271.0,3.78,61.46,0.0,98493991.0,4.37,88200.0,0.0,1.02,동원시스템즈(주),1.7532650748961252,2,-32.31292517006803,0,0.096934044664373
2016,14820,6.705,54.02,30.0,1300758723.0,6.2,6.76,0.0,126875364.0,3.73,59700.0,0.0,1.01,동원시스템즈(주),1.422138484015689,2,-21.273031825795645,0,0.6209699891569754
2017,14820,4.19,29.57,30.0,1283193348.0,6.6,-1.35,0.0,102645085.0,2.93,47000.0,0.0,1.03,동원시스템즈(주),1.0359827063933047,1,-41.80851063829788,0,0.384228454852085
2011,25900,0.7,0.0,30.0,433077296.0,-0.34,3.5,5640518.0,27467403.0,0.66,6270.0,0.0,0.35,동화기업(주),0.497425174652483,2,18.02232854864433,1,1000.0
2012,25900,0.675,205.88,30.0,470391987.0,0.17,8.62,1989417.0,12582107.0,0.72,7400.0,0.0,0.35,동화기업(주),0.4916670085751715,2,-27.837837837837835,0,-3.9649483526182414
2013,25900,0.55,61.775000000000006,30.0,423572685.0,-3.68,-9.95,1575677.0,-2242407.0,0.77,5340.0,0.0,0.35,동화기업(주),1.4389850335711096,1,267.97752808988764,1,-5.191113249337961
2014,25900,0.945,18.215,30.0,565245160.0,6.45,33.45,3702929.0,56187196.0,1.2,19650.0,0.0,0.53,동화기업(주),1.225213467331704,2,83.46055979643766,1,0.2549147518426551
2015,25900,1.545,25.64,30.0,674669376.0,7.41,19.36,7910590.0,78697885.0,1.27,36050.0,0.0,0.61,동화기업(주),0.864274610598406,2,-15.117891816920942,0,0.1015406779701687
2016,25900,1.215,15.975,30.0,690688212.0,8.48,2.37,8409049.0,82755284.0,1.15,30600.0,0.0,0.59,동화기업(주),0.7627876304500872,2,3.431372549019608,0,0.1013123441194148
2017,25900,1.055,13.99,30.0,778786071.0,7.99,12.76,8887453.0,91138750.0,1.21,31650.0,0.0,0.64,동화기업(주),0.785233138465206,2,-35.3870458135861,0,0.4832278869520275
2011,34020,2.27,42.24,10.0,8495506109.0,3.08,7.15,0.0,569632313.0,1.7,65100.0,0.0,0.56,두산에너빌리티(주),1.863311109661858,2,-30.568356374807987,0,0.6488870537270615
2012,34020,2.265,0.0,10.0,9627183611.0,0.15,13.32,0.0,594839060.0,2.07,45200.0,0.0,0.71,두산에너빌리티(주),2.207193039714713,2,-21.68141592920354,0,0.0
2013,34020,1.105,9.815,10.0,19208173507.0,0.1,99.52,0.0,958071731.0,3.09,35400.0,0.0,0.93,두산에너빌리티(주),1.4052966287236557,2,-33.19209039548023,0,0.169163063997649
2014,34020,0.78,0.0,10.0,18127522741.0,-0.47,-5.63,0.0,888238840.0,2.33,23650.0,0.0,0.66,두산에너빌리티(주),1.225672240714728,2,-12.896405919661731,0,1000.0
2015,34020,0.78,0.0,10.0,16204318151.0,-10.81,-10.61,0.0,62066146.0,2.2,20600.0,0.0,0.59,두산에너빌리티(주),1.61190122792407,1,32.03883495145632,1,1000.0
2016,34020,0.755,0.0,10.0,13892680512.0,-1.55,-14.27,0.0,791172822.0,2.01,27200.0,0.0,0.53,두산에너빌리티(주),1.7277695527120456,1,-43.56617647058824,0,1000.0
2017,34020,0.75,173.415,10.0,14523554476.0,-0.76,4.54,0.0,925739110.0,2.17,15350.0,0.0,0.58,두산에너빌리티(주),1.6285780932522982,2,-36.61237785016287,0,6.816195017505763
2011,1530,0.26,101.63,30.0,816061503.0,2.13,15.84,0.0,28779965.0,1.39,49000.0,0.0,0.85,디아이동일(주),0.4525880571296503,2,-12.857142857142856,0,-5.157291561155688
2012,1530,0.25,0.0,30.0,752261690.0,-0.7,-7.82,0.0,-1187067.0,1.31,42700.0,0.0,0.79,디아이동일(주),0.4242186468021958,1,17.56440281030445,1,1000.0
2013,1530,0.24,51.175,30.0,773111419.0,1.91,2.77,5840079.0,28033883.0,1.37,50200.0,0.0,0.81,디아이동일(주),0.3942905275574372,2,46.81274900398406,1,-1.0502152574761028
2014,1530,0.36,0.0,30.0,764599768.0,0.55,-1.1,0.0,14067439.0,1.35,73700.0,0.0,0.77,디아이동일(주),0.4236094527552997,2,-15.739484396200815,0,1000.0
2015,1530,0.405,0.0,30.0,774113876.0,-0.96,1.24,0.0,10420711.0,1.4,62100.0,0.0,0.79,디아이동일(주),0.4857922904894266,2,-3.542673107890499,0,-0.0
2016,1530,0.305,212.545,30.0,822414467.0,0.13,6.24,0.0,17269240.0,1.51,59900.0,0.0,0.84,디아이동일(주),0.5554403257907805,1,-10.35058430717863,0,-6.403811192946787
2017,1530,0.295,0.0,30.0,847124067.0,-0.48,3.0,0.0,21954609.0,1.59,53700.0,0.0,0.88,디아이동일(주),0.5589345329363923,2,10.800744878957168,1,0.0
2011,210,0.945,9.47,10.0,7988145801.0,4.76,7.4,0.0,515762309.0,1.8,89800.0,0.0,0.78,디엘(주),1.1899534124604128,2,-3.11804008908686,0,0.1525753526579377
2012,210,0.805,7.83,10.0,10253347411.0,3.91,28.36,0.0,486051971.0,2.15,87000.0,0.0,0.94,디엘(주),1.1105144869516674,2,8.160919540229886,1,0.6247911002607119
2013,210,0.7050000000000001,20.935,10.0,9846917119.0,-0.1,-3.96,0.0,39658239.0,2.01,94100.0,0.0,0.9,디엘(주),1.004714890093527,2,-30.074388947927737,0,-0.9371830129763724
2014,210,0.6950000000000001,0.0,10.0,9294733962.0,-4.74,-5.61,0.0,-68390163.0,1.99,65800.0,0.0,0.87,디엘(주),1.248234563701743,2,1.975683890577508,0,1000.0
2015,210,0.63,22.54,10.0,9513673300.0,2.28,2.36,0.0,271768395.0,2.05,67100.0,0.0,0.84,디엘(주),1.23493140084093,2,29.806259314456035,1,-0.6224844310393267
2016,210,0.66,80.455,10.0,9853769999.0,2.98,3.57,0.0,419387736.0,1.98,87100.0,0.0,0.81,디엘(주),1.2911746856958983,2,-5.39609644087256,0,-2.0561091558328424
2017,210,0.7250000000000001,32.265,10.0,12335536233.0,4.12,25.19,0.0,545898850.0,2.28,82400.0,0.0,0.96,디엘(주),1.2888190932204688,2,24.393203883495147,1,1.061091602587005
2011,13570,2.225,20.78,30.0,727979501.0,5.79,19.01,0.0,67475981.0,2.62,12650.0,0.0,1.51,디와이(주),0.7762398634349436,2,-16.205533596837945,0,0.3356173729740313
2012,13570,1.555,8.845,30.0,732853443.0,5.66,0.67,0.0,46203357.0,2.4,10600.0,0.0,1.3,디와이(주),0.7073399287379085,2,6.132075471698113,1,0.1764544336513821
2013,13570,1.315,11.455,30.0,751416855.0,4.25,2.53,0.0,39293052.0,2.3,11250.0,0.0,1.26,디와이(주),0.6722598190164247,2,-32.800000000000004,0,-0.9935399265620812
2014,13570,1.47,9.215,30.0,603455814.0,8.62,-19.69,0.0,18470343.0,1.96,7560.0,1725.0,1.1,디와이(주),0.0870413064849964,2,-7.4074074074074066,0,0.8628117790639507
2015,13570,0.635,55.155,30.0,642406589.0,2.53,6.45,0.0,25197411.0,1.92,7000.0,0.0,1.09,디와이(주),0.0655717590097887,2,1.2857142857142856,0,-0.9922778898414376
2016,13570,0.77,0.0,30.0,723372209.0,3.03,12.6,0.0,36345233.0,1.82,7090.0,0.0,1.02,디와이(주),0.0681167146155593,2,-9.30888575458392,0,1000.0
2017,13570,0.85,0.0,30.0,822307324.0,4.97,13.68,0.0,45427750.0,1.97,6430.0,0.0,1.12,디와이(주),0.071849886667584,2,-14.930015552099537,0,1000.0
2011,104460,2.09,14.49,20.0,53682905.0,14.16,22.01,0.0,9439800.0,1.04,8420.0,747.0,0.75,디와이피엔에프(주),0.3878101329460405,2,-26.009501187648453,0,-0.1867019084243413
2012,104460,1.445,23.235,20.0,55754499.0,3.17,3.86,0.0,2830465.0,1.02,6230.0,178.0,0.72,디와이피엔에프(주),0.4031415067276106,1,10.754414125200643,1,-0.4368040169419576
2013,104460,1.59,101.905,20.0,71253492.0,0.97,27.8,0.0,2166343.0,1.35,6900.0,0.0,0.86,디와이피엔에프(주),0.7141911814467541,2,-35.65217391304348,0,-1.7473606622034683
2014,104460,1.19,16.125,20.0,76657156.0,4.8,7.58,0.0,4835970.0,1.4,4440.0,362.0,0.87,디와이피엔에프(주),0.4677598238831145,1,51.57657657657657,1,-0.8761316292399136
2015,104460,1.285,17.225,20.0,80220194.0,1.9,4.65,0.0,3077407.0,1.41,6730.0,150.0,0.9,디와이피엔에프(주),0.5682777325043642,2,-25.78008915304606,0,3.174408119498876
2016,104460,1.275,0.0,20.0,92322691.0,-0.39,15.09,0.0,1622454.0,1.62,4995.0,-36.0,0.94,디와이피엔에프(주),0.6728645616397534,1,-27.82782782782783,0,1000.0
2017,104460,0.91,0.0,20.0,95411938.0,-2.98,3.35,0.0,2430257.0,1.75,3605.0,0.0,0.98,디와이피엔에프(주),0.7213081816221389,1,36.61581137309293,1,1000.0
2011,42510,2.3000000000000003,0.0,20.0,9148873.0,-121.8,34.69,0.0,-21161543.0,0.57,694.0,0.0,0.29,라온시큐어(주),3.1450332809823696,0,11.959654178674352,1,1000.0
2012,42510,0.8899999999999999,3.465,20.0,13900552.0,17.6,51.94,600034.0,1736025.0,1.72,777.0,96.0,0.54,라온시큐어(주),1.687999244136322,1,93.69369369369367,1,0.1268976398126738
2013,42510,6.23,0.0,20.0,16469649.0,-2.58,18.48,746022.0,-1690590.0,1.48,1505.0,0.0,0.72,라온시큐어(주),0.4659087256002949,1,-26.91029900332225,0,0.0
2014,42510,6.825,0.0,20.0,11217066.0,-13.0,-31.89,613189.0,-2737996.0,1.06,1100.0,-46.0,0.72,라온시큐어(주),0.4977215624893293,1,205.9090909090909,1,0.0
2015,42510,13.295,194.21,20.0,12450442.0,5.54,11.0,828925.0,760629.0,1.2,3365.0,22.0,0.8,라온시큐어(주),0.5246709320953624,2,-23.179791976225854,0,-4.654700909157805
2016,42510,10.755,58.895,20.0,16702451.0,10.22,34.15,2352877.0,1913735.0,1.45,2585.0,54.0,1.02,라온시큐어(주),0.3370250995779162,2,13.152804642166345,1,0.7023848401436458
2017,42510,7.745,31.625,20.0,21241383.0,16.17,27.18,2720099.0,3322965.0,1.5,2925.0,0.0,1.15,라온시큐어(주),0.2882190315265353,2,-28.37606837606837,0,0.5091070733332953
2011,32350,2.4850000000000003,0.0,30.0,57925796.0,-18.02,36.42,10266010.0,-5637373.0,0.61,14650.0,-949.0,0.27,롯데관광개발(주),1.5081092525690727,2,-17.064846416382252,0,-0.0
2012,32350,13.295,0.0,30.0,57310602.0,-121.8,-1.06,5942946.0,1173878.0,1.16,12150.0,-1808.0,0.31,롯데관광개발(주),6.139021859069174,0,-33.49794238683128,0,1000.0
2013,32350,1.585,0.0,30.0,45116342.0,-8.38,-21.28,5427060.0,1558251.0,0.73,8080.0,-210.0,0.32,롯데관광개발(주),0.1857387921153178,0,72.64851485148515,1,0.0
2014,32350,3.425,435.355,30.0,42319676.0,1.98,-6.2,4731566.0,-521740.0,0.37,13950.0,0.0,0.3,롯데관광개발(주),0.2340865026677863,1,-8.60215053763441,0,52.06587251777127
2015,32350,2.73,0.0,30.0,44668146.0,-111.7,5.55,4750313.0,1538306.0,0.32,12750.0,0.0,0.23,롯데관광개발(주),0.4819700778801676,1,-42.27450980392157,0,0.0
2016,32350,3.65,202.97,30.0,50376420.0,3.02,12.78,5551867.0,3292694.0,0.3,7360.0,0.0,0.16,롯데관광개발(주),1.157933052789243,2,46.73913043478261,1,6.363457690109381
2017,32350,3.18,159.36,30.0,70291535.0,4.81,39.53,6308351.0,5219754.0,0.42,10800.0,0.0,0.18,롯데관광개발(주),1.303702053878386,2,34.72222222222222,1,1.795083571699701
2011,23530,0.97,16.505,10.0,22253087551.0,4.55,17.01,608250996.0,1662900144.0,1.57,339500.0,0.0,0.71,롯데쇼핑(주),0.7285011871710296,2,11.045655375552284,1,1000.0
2012,23530,0.705,9.46,10.0,25043680472.0,4.62,12.54,608250996.0,1467467563.0,1.65,377000.0,0.0,0.72,롯데쇼핑(주),0.7477980738610516,2,7.161803713527852,1,0.7609342591484043
2013,23530,0.79,19.095,10.0,28211702494.0,3.12,12.65,608250996.0,1485260918.0,1.73,404000.0,0.0,0.74,롯데쇼핑(주),0.7036450281192413,2,-32.42574257425743,0,-1.2252280605697763
2014,23530,0.7,19.82,10.0,28099567272.0,2.19,-0.4,608250996.0,1188378784.0,1.63,273000.0,0.0,0.71,롯데쇼핑(주),0.6798230943030369,2,-14.835164835164836,0,-1.8271589929389365
2015,23530,0.53,0.0,10.0,29127654925.0,-1.19,3.66,608250996.0,853713008.0,1.68,232500.0,0.0,0.72,롯데쇼핑(주),0.6753281496176414,2,-4.731182795698925,0,1000.0
2016,23530,0.495,143.82,10.0,29526412572.0,0.84,1.37,608250996.0,940360642.0,1.72,221500.0,0.0,0.71,롯데쇼핑(주),0.675688241157311,2,-10.15801354401806,0,-2.3882288699503325
2017,23530,0.665,21.725,10.0,18179871101.0,-0.11,-38.43,608250996.0,529859136.0,1.19,199000.0,0.0,0.52,롯데쇼핑(주),0.8239203669698131,2,6.030150753768844,1,-1.7602826149492212
2011,4000,1.575,22.335,10.0,1333620735.0,5.51,0.0,0.0,72311571.0,1.22,61000.0,0.0,0.95,롯데정밀화학(주),0.2891797871888169,2,-0.0,0,-4.534245278155578
